pH,EC,W_Temp,A_Temp,Humid,CO2,Light_onoff,Water_cooler,Air_Cooler,Air_Vent,Dehumidifier,Humidifier,Acid_Dozer,Base_Dozer,Nutrient_Dozer,Binary,Decimal_Label
13.88571778,1.015804101,13.65756238,24.96070957,43.44022152,246.6163087,1,0,1,0,0,1,1,0,0,1001100,76
7.522287724,1.113938719,19.66430498,3.536067555,28.45971831,1291.420087,1,0,0,1,0,1,1,0,0,101100,44
0.796856292,1.94254582,3.641426251,24.63715461,0.79918559,1070.946841,1,0,1,1,0,1,0,1,0,1101010,106
5.847429318,1.507061308,22.91386592,13.3789695,92.77951363,314.5226949,0,1,0,0,1,0,1,0,0,10010100,148
3.394846387,1.45888807,16.6636489,14.58933905,92.43211952,1189.692685,1,0,0,1,1,0,0,1,0,110010,50
1.827245394,1.587343117,2.875913559,13.52465495,55.87617631,1215.822896,0,0,0,1,0,1,0,1,0,101010,42
12.66544304,0.838205059,15.93004395,34.12403843,55.87529943,509.4285033,1,0,1,0,0,1,1,0,0,1001100,76
4.167509268,1.059401164,7.259431078,23.96402984,48.47911206,416.7671406,0,0,0,0,0,1,0,1,0,1010,10
2.02915498,0.388537326,24.70289001,29.99854945,92.31109314,470.5230517,1,1,1,0,1,0,0,1,1,11010011,211
8.150589168,1.855329998,26.68789847,31.78038376,45.03873706,664.1321541,1,1,1,0,0,1,1,0,0,11001100,204
6.749168748,0.396426336,19.13913816,1.280779344,71.57720613,118.6159785,0,0,0,0,0,0,1,0,1,101,5
1.503223501,1.673146243,2.397376735,20.01866332,60.18532366,1409.910898,0,0,0,1,0,0,0,1,0,100010,34
9.378026649,1.601446551,26.80738859,13.45804076,21.95040246,989.0840509,1,1,0,0,0,1,1,0,0,10001100,140
9.467226231,1.113506181,6.414396204,29.39676844,44.66453818,240.8660814,0,0,1,0,0,1,1,0,0,1001100,76
13.64745169,0.355412869,25.60092228,27.67439432,57.0030879,744.0485556,0,1,1,0,0,1,1,0,1,11001101,205
6.628989468,1.509642145,1.740394166,10.80186814,32.94229276,180.7616617,1,0,0,0,0,1,1,0,0,1100,12
9.241969214,0.175673209,31.98911841,30.55381071,29.87179142,742.9093848,0,1,1,0,0,1,1,0,1,11001101,205
10.9170718,1.63789524,3.783564466,0.988876169,41.90309127,778.6325288,0,0,0,0,0,1,1,0,0,1100,12
5.50552271,1.607166806,21.13378779,32.43569571,88.18192542,955.3560301,0,0,1,0,1,0,0,1,0,1010010,82
9.115905464,0.075104063,25.13410948,17.98320493,59.42094953,1221.064262,0,1,0,1,0,1,1,0,1,10101101,173
1.563712285,1.86046444,28.8158248,16.76038827,95.66600689,189.9361618,0,1,0,0,1,0,0,1,0,10010010,146
2.350651528,1.079890957,9.256391418,8.731421484,89.33022026,1204.230706,1,0,0,1,1,0,0,1,0,110010,50
12.35527564,1.314715605,19.06485455,16.69123553,51.97456647,242.4919579,0,0,0,0,0,1,1,0,0,1100,12
3.225094277,1.491671951,9.256493831,28.64608184,38.46838377,1268.869426,0,0,1,1,0,1,0,1,0,1101010,106
6.48816066,1.998502625,24.99105414,10.72365071,96.12804417,793.2159759,0,1,0,0,1,0,1,0,0,10010100,148
3.927207392,1.997264958,26.2580362,13.19992884,47.99822862,1243.01085,0,1,0,1,0,1,0,1,0,10101010,170
8.919042126,1.279719939,11.51564135,4.646023096,71.89981682,734.3126408,1,0,0,0,0,0,1,0,0,100,4
11.03629818,0.966218161,28.65413181,15.52943694,51.19253825,160.1090426,1,1,0,0,0,1,1,0,0,10001100,140
4.244201448,1.109971472,28.97971668,2.756578282,30.11925028,885.1004953,1,1,0,0,0,1,0,1,0,10001010,138
6.542715546,1.931274662,34.43651582,2.067124931,38.80249289,948.7040077,0,1,0,0,0,1,1,0,0,10001100,140
3.727249515,0.221401116,11.1891768,9.210452734,40.74560264,372.9855981,1,0,0,0,0,1,0,1,1,1011,11
1.850395925,0.435636317,2.196248423,0.424494526,46.62457842,221.951003,0,0,0,0,0,1,0,1,1,1011,11
3.613989339,1.187651066,8.340425126,22.25583729,5.604544921,9.763580548,1,0,0,0,0,1,0,1,0,1010,10
6.978979866,1.665049668,19.05223068,8.71793676,13.94341503,194.034919,0,0,0,0,0,1,1,0,0,1100,12
6.020112996,0.365302352,3.639749003,21.84459715,45.90222712,1438.309318,0,0,0,1,0,1,1,0,1,101101,45
11.7778948,1.577278046,22.57781278,18.02889773,72.05020578,104.4885327,0,1,0,0,0,0,1,0,0,10000100,132
12.92176425,0.870831266,17.43618936,14.47153455,64.85523288,1118.07472,1,0,0,1,0,0,1,0,0,100100,36
11.58997201,0.614579431,30.90446339,20.22296567,79.44360055,32.85684503,1,1,0,0,0,0,1,0,0,10000100,132
5.421031179,0.55874486,1.949715515,19.79743878,52.21602343,674.6545735,1,0,0,0,0,1,0,1,1,1011,11
8.837895503,1.337014696,16.9028627,18.47511978,37.65873903,1118.088653,0,0,0,1,0,1,1,0,0,101100,44
1.124924893,1.820350117,15.68136372,21.42286265,36.96597182,1110.443165,1,0,0,1,0,1,0,1,0,101010,42
5.672597035,0.428687747,15.68270331,6.836686723,98.94086223,661.5742923,0,0,0,0,1,0,0,1,1,10011,19
12.19813583,0.989899954,26.43695696,30.46141465,54.26262432,408.7888739,0,1,1,0,0,1,1,0,0,11001100,204
11.89952103,0.159720149,34.07044273,18.80993433,85.38472717,1430.026994,1,1,0,1,1,0,1,0,1,10110101,181
13.18156401,0.108165744,7.105409589,20.63760254,60.22064032,1466.727981,0,0,0,1,0,0,1,0,1,100101,37
11.37883437,0.243728788,9.180562785,33.26440284,26.97054885,963.6703096,1,0,1,0,0,1,1,0,1,1001101,77
7.535001672,1.542126805,19.68724609,7.268610408,20.08137122,888.6791961,0,0,0,0,0,1,1,0,0,1100,12
3.702710911,1.116669601,15.37283034,34.51162969,94.49617604,612.5728715,1,0,1,0,1,0,0,1,0,1010010,82
12.49118646,0.489121516,10.31290458,15.75632144,70.62723662,266.2642912,0,0,0,0,0,0,1,0,1,101,5
11.71786103,0.940703242,18.57598397,29.30697131,10.3890989,697.4097389,0,0,1,0,0,1,1,0,0,1001100,76
8.702301103,0.274536234,34.83155138,11.66974098,26.47365163,1459.065817,0,1,0,1,0,1,1,0,1,10101101,173
11.75311456,0.538500052,10.29717321,12.32720538,8.561054137,176.9717523,1,0,0,0,0,1,1,0,1,1101,13
11.58881649,1.966253759,4.755532227,1.277541069,94.84554626,859.9038159,0,0,0,0,1,0,1,0,0,10100,20
8.791763146,1.369155341,12.12446935,21.75913796,59.30400679,875.29062,0,0,0,0,0,1,1,0,0,1100,12
2.910805822,0.012246852,25.12626686,18.2686638,26.27526027,268.3695234,1,1,0,0,0,1,0,1,1,10001011,139
8.901168109,0.58710079,16.11373079,13.97271036,54.43748679,17.79642359,1,0,0,0,0,1,1,0,1,1101,13
8.511089605,1.309255119,31.11367511,26.71982774,7.900204348,703.0271786,0,1,1,0,0,1,1,0,0,11001100,204
3.030320081,1.798939228,0.925221431,17.11877522,4.934480273,4.213711908,1,0,0,0,0,1,0,1,0,1010,10
9.270800223,0.580622156,3.425421222,21.27582747,42.28642563,426.7779115,0,0,0,0,0,1,1,0,1,1101,13
1.281908361,0.075983304,18.52808248,16.79750062,96.02351326,1460.969384,1,0,0,1,1,0,0,1,1,110011,51
7.710343835,1.143014229,9.804281197,17.45096681,16.22159102,92.4909227,0,0,0,0,0,1,1,0,0,1100,12
5.519887557,0.624758181,2.149074914,9.680809954,18.6347929,574.7558068,0,0,0,0,0,1,0,1,0,1010,10
0.253234422,0.602067139,16.69914603,23.48234071,35.99849509,894.7716347,0,0,0,0,0,1,0,1,0,1010,10
4.307897348,1.301033377,15.43589929,13.21047823,62.35077912,291.1639155,0,0,0,0,0,0,0,1,0,10,2
11.06749946,1.038586304,31.22998419,17.72786168,5.748423431,1071.271702,1,1,0,1,0,1,1,0,0,10101100,172
7.110703946,0.055645144,14.33867577,29.99835196,84.18788785,1460.291382,0,0,1,1,1,0,1,0,1,1110101,117
6.250989985,0.520363289,0.544758568,28.32189743,92.32340483,1442.75644,0,0,1,1,1,0,1,0,1,1110101,117
8.169007147,1.150316287,15.5470955,33.99918471,97.96271928,300.1925254,0,0,1,0,1,0,1,0,0,1010100,84
8.369733233,0.063629127,3.651898697,11.9778767,85.91976551,1346.448887,1,0,0,1,1,0,1,0,1,110101,53
9.186788992,0.777710662,15.03205826,22.96508821,34.19625186,989.5026959,0,0,0,0,0,1,1,0,0,1100,12
3.463519317,0.36564823,7.853668978,1.969287672,93.37161218,732.9420448,1,0,0,0,1,0,0,1,1,10011,19
5.402963943,0.92342375,9.082885834,20.87027853,40.55422012,158.1537169,1,0,0,0,0,1,0,1,0,1010,10
12.51483344,0.569894834,20.73284927,7.991654461,24.32885605,1264.917369,0,0,0,1,0,1,1,0,1,101101,45
13.62553027,1.830165264,26.54007882,32.18346436,44.34563577,1013.002598,1,1,1,1,0,1,1,0,0,11101100,236
5.134949831,0.006555994,8.945541553,17.96600774,20.70694587,116.8807324,0,0,0,0,0,1,0,1,1,1011,11
5.576048927,1.754853651,13.40966755,5.080019445,21.48223024,889.9601961,1,0,0,0,0,1,0,1,0,1010,10
11.66379518,0.109185848,10.59310855,13.06531657,64.26934636,942.151161,1,0,0,0,0,0,1,0,1,101,5
2.657962349,0.467832949,5.82016751,34.19916317,25.63455727,275.8577238,1,0,1,0,0,1,0,1,1,1001011,75
13.5965036,0.02976995,19.38739111,24.35636163,42.35113612,1460.056559,1,0,1,1,0,1,1,0,1,1101101,109
6.438358618,1.655445803,26.84382272,27.51002192,47.57336138,1097.734924,1,1,1,1,0,1,1,0,0,11101100,236
5.753143595,0.232528765,19.72730915,9.409339246,57.84678757,413.7106885,1,0,0,0,0,1,0,1,1,1011,11
11.31669996,1.735973925,4.877598725,29.02978586,30.5195302,1034.848889,1,0,1,1,0,1,1,0,0,1101100,108
4.194888262,0.168484715,3.848558986,25.55489141,5.040162901,608.8812126,1,0,1,0,0,1,0,1,1,1001011,75
1.734011341,1.82623764,5.126685521,5.764436555,12.81988358,616.0519046,1,0,0,0,0,1,0,1,0,1010,10
1.332099257,1.147785454,23.64400135,7.780057463,62.45792489,1207.776817,1,1,0,1,0,0,0,1,0,10100010,162
12.58350349,0.225242709,28.51191665,15.65255268,24.55733383,1112.10631,0,1,0,1,0,1,1,0,1,10101101,173
0.803909305,1.603628036,18.49416087,21.82406378,38.24179014,634.9529762,1,0,0,0,0,1,0,1,0,1010,10
6.484071637,1.92222083,5.126459855,18.95778677,2.034273812,1228.006505,0,0,0,1,0,1,1,0,0,101100,44
2.510567346,0.733652107,33.9015722,18.57548692,80.0518868,274.3415942,1,1,0,0,1,0,0,1,0,10010010,146
13.24021939,0.66683274,13.42943351,9.457278922,17.38244689,581.2997878,0,0,0,0,0,1,1,0,0,1100,12
8.172133057,1.959718516,25.71830075,22.83400625,2.148780271,401.4632069,1,1,0,0,0,1,1,0,0,10001100,140
1.972423189,0.39269408,24.45750617,23.26138565,74.42338041,1175.177097,0,1,0,1,0,0,0,1,1,10100011,163
13.0278561,1.610891714,1.848850154,30.15097661,0.667409373,169.1402306,1,0,1,0,0,1,1,0,0,1001100,76
4.453115065,0.954070072,23.19663082,29.43168157,7.645873586,411.413705,1,1,1,0,0,1,0,1,0,11001010,202
5.344764161,1.373032443,13.11129888,4.947018687,23.29300051,742.7976711,1,0,0,0,0,1,0,1,0,1010,10
3.730660016,1.28622509,15.1742717,8.821690988,37.30915564,1213.373507,0,0,0,1,0,1,0,1,0,101010,42
4.626932149,1.64248857,27.59280303,25.830992,11.49060048,899.160521,1,1,1,0,0,1,0,1,0,11001010,202
12.75242715,1.878257567,29.11058731,13.38473459,86.57399119,46.58050718,1,1,0,0,1,0,1,0,0,10010100,148
3.178655543,1.175731594,2.027200841,10.33001721,62.98130548,813.970915,1,0,0,0,0,0,0,1,0,10,2
0.231083756,1.65965596,6.180805019,26.29639269,28.72386287,675.3123229,0,0,1,0,0,1,0,1,0,1001010,74
11.12487454,0.687317899,4.85746339,29.28007142,69.2218373,575.9792753,1,0,1,0,0,0,1,0,0,1000100,68
10.75102008,0.593898769,29.06017281,11.12394714,81.60257322,1249.499235,1,1,0,1,1,0,1,0,1,10110101,181
10.11659193,0.989382161,1.184541073,13.96598885,4.23535243,727.9823575,0,0,0,0,0,1,1,0,0,1100,12
6.260416944,0.629792355,17.00991946,20.64931537,56.67025941,65.26576505,1,0,0,0,0,1,1,0,0,1100,12
12.19457642,0.361006572,11.1434999,28.83272849,82.83301949,899.8346645,1,0,1,0,1,0,1,0,1,1010101,85
4.156843717,1.716715357,7.16793387,8.215022234,64.77215657,505.4508886,0,0,0,0,0,0,0,1,0,10,2
10.2449635,1.281243565,8.79740298,7.004428012,56.10794422,642.5108607,1,0,0,0,0,1,1,0,0,1100,12
11.44978133,0.651567792,0.105485201,30.40069305,41.31394055,518.4624477,0,0,1,0,0,1,1,0,0,1001100,76
9.186425306,0.332396048,2.423852467,10.36847432,23.68809943,1361.32682,1,0,0,1,0,1,1,0,1,101101,45
12.85049463,1.90860006,5.431033565,17.54418801,16.88964315,1099.085269,0,0,0,1,0,1,1,0,0,101100,44
7.231469519,1.59891613,8.896269982,20.38143238,36.66280555,439.9398077,0,0,0,0,0,1,1,0,0,1100,12
6.205408616,1.377284638,12.44895863,19.27155052,13.70851437,614.0719273,1,0,0,0,0,1,1,0,0,1100,12
13.35238887,1.145308567,18.08121497,30.40595033,5.543307602,465.2399464,1,0,1,0,0,1,1,0,0,1001100,76
8.953881139,1.082194957,5.923553939,6.493757727,89.26540342,1084.29068,1,0,0,1,1,0,1,0,0,110100,52
13.15423813,0.388345711,33.03622152,25.61788541,86.99108315,1092.291647,1,1,1,1,1,0,1,0,1,11110101,245
5.747440928,1.456891021,21.10485616,18.09820378,69.33587979,852.376833,1,0,0,0,0,0,0,1,0,10,2
13.78938607,0.482926249,25.48395743,33.04267224,53.73624861,468.5436063,1,1,1,0,0,1,1,0,1,11001101,205
2.207750959,1.771589672,14.86420057,11.48332475,59.57255311,388.1177147,0,0,0,0,0,1,0,1,0,1010,10
9.156013493,1.333311025,32.22129669,7.105241681,68.3845934,339.6380653,1,1,0,0,0,0,1,0,0,10000100,132
2.253962606,1.692085633,3.534612857,31.68439514,21.38432115,959.5647401,1,0,1,0,0,1,0,1,0,1001010,74
2.392787629,0.225465339,16.32444902,10.09720195,22.43408733,1311.895853,0,0,0,1,0,1,0,1,1,101011,43
1.668844073,0.63508854,12.18544189,5.949482687,17.22617432,1002.132799,0,0,0,1,0,1,0,1,0,101010,42
4.367285625,1.123221447,23.5218087,29.08492239,43.44025606,466.9466965,0,1,1,0,0,1,0,1,0,11001010,202
7.159998213,1.777866328,11.56904352,2.265469256,79.92637642,1105.394077,1,0,0,1,0,0,1,0,0,100100,36
9.513408945,1.085137903,30.45601294,9.209159382,95.89057232,139.3196084,0,1,0,0,1,0,1,0,0,10010100,148
1.918452714,0.367753292,12.99695565,2.826875099,94.83587115,529.9635593,0,0,0,0,1,0,0,1,1,10011,19
13.24508833,1.505208745,19.17345169,16.65874143,0.896947374,980.8343917,1,0,0,0,0,1,1,0,0,1100,12
13.18921921,0.828509208,34.51260666,32.38968767,26.32267961,184.1834344,1,1,1,0,0,1,1,0,0,11001100,204
0.744687502,1.330820567,31.11374892,30.11406958,29.87176681,730.2406459,1,1,1,0,0,1,0,1,0,11001010,202
0.068715085,0.250999443,29.56955917,22.71722991,0.952712789,1286.41945,1,1,0,1,0,1,0,1,1,10101011,171
3.454468873,1.72786937,20.61824329,6.262062927,38.25947124,577.97725,0,0,0,0,0,1,0,1,0,1010,10
13.24393204,0.904421349,9.074244618,2.288842573,21.50708878,710.4988877,1,0,0,0,0,1,1,0,0,1100,12
0.190041478,1.450884488,23.80185092,15.30491925,26.44871089,536.9690088,0,1,0,0,0,1,0,1,0,10001010,138
2.099658799,0.057880494,3.045018992,31.36457111,71.66878821,1369.729136,1,0,1,1,0,0,0,1,1,1100011,99
0.732248603,1.593258916,2.240532424,23.20713585,51.98041703,579.1646405,0,0,0,0,0,1,0,1,0,1010,10
6.574747701,1.243451005,30.20562263,8.287619617,75.13498985,1065.193569,1,1,0,1,0,0,1,0,0,10100100,164
11.07991931,1.942651088,30.51418848,26.30470304,79.2719774,990.35359,0,1,1,0,0,0,1,0,0,11000100,196
2.504773301,0.639324381,30.02838642,24.18413922,5.384503335,1162.032129,1,1,1,1,0,1,0,1,0,11101010,234
2.735732325,0.852176385,24.1911567,10.42947449,86.81458112,1430.928409,0,1,0,1,1,0,0,1,0,10110010,178
8.086448888,0.184585644,22.95036589,11.4866903,69.17093491,822.3361887,0,1,0,0,0,0,1,0,1,10000101,133
6.222410068,0.810677659,2.95355303,18.26900362,28.47428018,1014.024646,1,0,0,1,0,1,1,0,0,101100,44
6.383730301,0.599999172,32.44343489,12.61282572,66.82404847,459.2304824,1,1,0,0,0,0,1,0,1,10000101,133
8.4111456,0.958273718,15.48352755,11.11790128,42.8185193,890.7779283,0,0,0,0,0,1,1,0,0,1100,12
1.727706036,1.676903489,33.69915869,29.44619405,10.52900091,966.660185,0,1,1,0,0,1,0,1,0,11001010,202
12.22676768,1.038380743,16.00262371,25.05175828,25.01777039,542.4911482,0,0,1,0,0,1,1,0,0,1001100,76
4.75575745,0.373344533,12.79725832,23.39715116,64.30325488,894.795105,1,0,0,0,0,0,0,1,1,11,3
2.749184132,1.891383892,11.6867425,11.44424649,56.79765268,13.88458082,1,0,0,0,0,1,0,1,0,1010,10
3.191119169,0.338513293,19.96445766,10.45024923,40.79666962,568.3021414,0,0,0,0,0,1,0,1,1,1011,11
12.04185632,0.755231201,5.440708086,34.42882715,5.687319744,1474.594566,1,0,1,1,0,1,1,0,0,1101100,108
10.73828014,0.271950078,25.33776227,30.37275468,93.34762139,571.3266294,1,1,1,0,1,0,1,0,1,11010101,213
10.63346331,0.55175723,14.70592999,34.94731958,0.102143789,295.9899628,1,0,1,0,0,1,1,0,1,1001101,77
1.871675192,1.132653313,13.39586952,27.95729197,49.85232464,463.5219347,1,0,1,0,0,1,0,1,0,1001010,74
4.983662911,0.16708455,33.78176659,1.03306027,5.174410834,1434.696223,0,1,0,1,0,1,0,1,1,10101011,171
4.058848957,1.338793916,30.07973632,30.94435482,96.20789077,69.6161771,0,1,1,0,1,0,0,1,0,11010010,210
6.9743206,1.78793493,21.35825555,27.17214239,83.16536419,764.4225396,0,0,1,0,1,0,1,0,0,1010100,84
4.397722877,1.678153658,23.93957564,6.080687574,32.86765953,1452.328994,1,1,0,1,0,1,0,1,0,10101010,170
3.06635359,1.360486243,32.94402749,17.21270289,2.91738383,319.8593739,1,1,0,0,0,1,0,1,0,10001010,138
13.7318556,0.815712135,9.397518534,3.997332723,33.92281984,1111.66314,0,0,0,1,0,1,1,0,0,101100,44
9.032500943,0.039766765,26.01523594,3.000593835,27.98092901,1089.454926,1,1,0,1,0,1,1,0,1,10101101,173
4.676677554,1.608298201,24.14161941,15.49182672,34.70436335,1136.580415,1,1,0,1,0,1,0,1,0,10101010,170
2.903066631,1.648777059,31.3886557,4.654599304,75.34262539,181.6622355,0,1,0,0,0,0,0,1,0,10000010,130
13.00511466,1.52932602,5.181852161,27.35550618,96.30318201,302.6145588,0,0,1,0,1,0,1,0,0,1010100,84
10.75049373,1.732090826,18.36956783,2.453402875,8.732664627,781.5968583,1,0,0,0,0,1,1,0,0,1100,12
13.4751255,0.600242813,27.48414507,12.1184965,0.157528183,860.670749,0,1,0,0,0,1,1,0,0,10001100,140
8.890921659,1.994364905,21.03587452,25.02172417,8.207792419,1070.626308,1,0,1,1,0,1,1,0,0,1101100,108
5.061408782,1.498623773,28.77811622,31.86625278,39.39728636,1312.115205,1,1,1,1,0,1,0,1,0,11101010,234
12.90815347,1.079791599,31.7584872,17.39415878,88.9662758,1399.285138,1,1,0,1,1,0,1,0,0,10110100,180
12.48861262,1.994538534,24.35930214,8.130207241,17.2048334,1206.456584,0,1,0,1,0,1,1,0,0,10101100,172
7.710867592,0.511839672,24.77584927,2.835068691,55.55735265,876.8682118,1,1,0,0,0,1,1,0,1,10001101,141
3.521806501,0.298489515,25.90219008,1.685246489,25.96909438,1326.986245,0,1,0,1,0,1,0,1,1,10101011,171
1.729353966,1.39729822,26.33536842,9.73784451,84.47465559,857.3348442,1,1,0,0,1,0,0,1,0,10010010,146
12.91478861,0.271476154,16.63581054,12.18728642,2.629161722,714.073178,1,0,0,0,0,1,1,0,1,1101,13
11.92607234,1.955230614,12.43460348,32.92389103,12.12856195,500.756091,0,0,1,0,0,1,1,0,0,1001100,76
12.1051543,0.659792688,22.00923779,7.141972145,79.51873451,1438.178886,0,1,0,1,0,0,1,0,0,10100100,164
4.407437846,0.545070044,17.07486363,2.367606897,13.4197633,1125.13641,0,0,0,1,0,1,0,1,1,101011,43
13.85821011,0.294330555,26.16829533,29.95169148,58.75353878,695.0236156,0,1,1,0,0,1,1,0,1,11001101,205
2.307344104,1.912794212,24.97247937,7.55313162,39.9861135,799.2805155,1,1,0,0,0,1,0,1,0,10001010,138
8.778992316,1.632025582,4.702533636,22.50666996,95.4506062,619.0932333,0,0,0,0,1,0,1,0,0,10100,20
7.871442189,0.134140557,20.28354922,23.82135983,85.26884884,108.8842772,1,0,0,0,1,0,1,0,1,10101,21
7.629599605,1.390236061,29.30838463,8.881291922,5.279063261,528.7768094,0,1,0,0,0,1,1,0,0,10001100,140
10.31529575,1.236892576,14.49252719,34.77292981,55.77659873,435.9750804,0,0,1,0,0,1,1,0,0,1001100,76
6.761635326,1.83354371,20.26339407,13.12594323,74.87606255,1103.920885,0,0,0,1,0,0,1,0,0,100100,36
7.305313524,0.764637638,11.46524382,31.15863399,60.3534908,1057.930672,0,0,1,1,0,0,1,0,0,1100100,100
2.579515645,1.974838997,25.27711139,25.30090972,38.47959603,445.0287409,1,1,1,0,0,1,0,1,0,11001010,202
4.73311388,0.433539081,5.293675461,23.15688297,26.60939289,1492.001257,0,0,0,1,0,1,0,1,1,101011,43
6.995649647,1.137874477,12.11848863,22.86596977,87.11551171,1118.827731,1,0,0,1,1,0,1,0,0,110100,52
13.94958612,1.424617483,3.88891491,28.37884336,16.25954516,557.3619236,0,0,1,0,0,1,1,0,0,1001100,76
9.289490369,1.477246983,11.78423106,23.99592077,69.85349491,298.0889045,1,0,0,0,0,0,1,0,0,100,4
1.617144904,0.009935435,32.67340163,19.55730561,61.4047543,44.5828801,0,1,0,0,0,0,0,1,1,10000011,131
2.23723612,1.317973154,3.550587835,25.82631388,37.44224385,910.278725,1,0,1,0,0,1,0,1,0,1001010,74
12.0793345,0.364242385,22.89778575,19.35333491,52.65196567,1049.182849,1,1,0,1,0,1,1,0,1,10101101,173
11.46904457,1.558096766,14.02254191,13.51397104,86.75159652,1128.542196,1,0,0,1,1,0,1,0,0,110100,52
7.391388693,0.524997822,18.37968867,2.891743526,5.483355807,1275.866764,1,0,0,1,0,1,1,0,1,101101,45
6.083315821,1.906677915,15.83614105,13.44564822,65.07273799,592.9469667,0,0,0,0,0,0,1,0,0,100,4
10.73597153,1.88575928,24.44540977,21.78567053,35.34993689,1444.76221,0,1,0,1,0,1,1,0,0,10101100,172
6.089483419,1.274630706,33.22142825,29.04199468,25.74141653,36.94567001,1,1,1,0,0,1,1,0,0,11001100,204
12.41203606,1.675134905,11.7126905,32.23874233,66.06859164,1094.00103,1,0,1,1,0,0,1,0,0,1100100,100
2.655554207,1.021033481,9.940038471,3.900546236,9.108266706,1293.475059,1,0,0,1,0,1,0,1,0,101010,42
12.20487891,0.851624695,7.545365868,3.113409296,25.04879362,582.8070366,0,0,0,0,0,1,1,0,0,1100,12
6.565991162,1.224676036,5.833632611,8.405290773,96.40652917,1218.910882,1,0,0,1,1,0,1,0,0,110100,52
4.933478077,1.847196965,2.66589819,28.65389905,42.09414464,1220.44132,0,0,1,1,0,1,0,1,0,1101010,106
7.114334892,1.14859069,16.56514511,18.51754441,34.83526289,273.2385077,0,0,0,0,0,1,1,0,0,1100,12
9.698874019,0.111807093,0.744073452,26.72369427,8.707236985,1052.767558,0,0,1,1,0,1,1,0,1,1101101,109
1.001997722,1.69446834,2.440605155,24.19468661,7.727751256,1202.765121,1,0,1,1,0,1,0,1,0,1101010,106
13.64509337,0.645961048,28.325743,5.448034145,91.34561977,532.4495836,1,1,0,0,1,0,1,0,0,10010100,148
9.399687945,1.113975234,1.450564254,29.7569414,12.89617878,797.3479702,0,0,1,0,0,1,1,0,0,1001100,76
11.48490299,0.828171467,31.398702,6.252600101,70.05678468,370.4332802,1,1,0,0,0,0,1,0,0,10000100,132
3.133814354,0.298917152,19.07540838,3.244432168,18.23474202,1243.764703,1,0,0,1,0,1,0,1,1,101011,43
6.020923714,1.220260305,19.44291261,17.58093728,41.52024349,1315.702646,1,0,0,1,0,1,1,0,0,101100,44
8.985358302,0.670389201,9.296776584,12.3464605,76.66577269,50.64021434,0,0,0,0,0,0,1,0,0,100,4
12.59480313,1.732391483,28.76985044,21.54108814,65.52297084,147.8518592,1,1,0,0,0,0,1,0,0,10000100,132
7.744449058,0.956904444,6.387040073,29.35475162,35.03247033,557.6089971,0,0,1,0,0,1,1,0,0,1001100,76
4.394094936,0.323815014,7.604738928,29.0090723,16.3149416,603.4771664,0,0,1,0,0,1,0,1,1,1001011,75
12.29844524,0.194742825,30.79971804,27.82176884,90.43244099,1214.704985,1,1,1,1,1,0,1,0,1,11110101,245
11.20738159,1.536433289,18.92098392,19.94296896,72.3490066,1056.621854,1,0,0,1,0,0,1,0,0,100100,36
13.20378587,1.705014205,32.96973125,13.15250208,36.36017893,439.8843834,0,1,0,0,0,1,1,0,0,10001100,140
12.39838497,1.762997407,31.71405626,7.521036074,78.89204323,477.6970441,1,1,0,0,0,0,1,0,0,10000100,132
7.529119128,1.699310613,16.96680788,16.20771533,29.58688872,1322.629915,1,0,0,1,0,1,1,0,0,101100,44
3.192985874,1.443540531,5.771553195,10.72654755,50.5628228,1353.070371,1,0,0,1,0,1,0,1,0,101010,42
13.5554358,1.866542079,12.97556911,4.260311042,24.02785125,1203.416946,0,0,0,1,0,1,1,0,0,101100,44
12.02599136,0.061809107,3.440569684,20.12277014,61.23517721,1301.65004,0,0,0,1,0,0,1,0,1,100101,37
13.19538957,1.447269686,21.46825402,0.815424435,17.49023621,1108.544054,0,0,0,1,0,1,1,0,0,101100,44
11.48672078,0.131544992,31.41331655,32.66168261,10.03075589,293.51299,1,1,1,0,0,1,1,0,1,11001101,205
5.291640532,0.671568936,9.688552064,33.39815521,93.48716168,424.4750254,1,0,1,0,1,0,0,1,0,1010010,82
4.00939506,0.110984203,22.84807531,29.01783567,3.218112967,327.4763044,1,1,1,0,0,1,0,1,1,11001011,203
13.02563096,1.229912042,7.470065588,21.60827555,74.85547722,44.67014337,1,0,0,0,0,0,1,0,0,100,4
3.245031543,1.92763338,7.035502832,15.43840861,92.65076783,1411.120084,1,0,0,1,1,0,0,1,0,110010,50
12.13828178,1.221200719,32.94922108,8.207224859,9.641958041,958.5698099,1,1,0,0,0,1,1,0,0,10001100,140
9.776683706,1.11489624,5.801861709,6.804701176,66.87549364,1255.82319,0,0,0,1,0,0,1,0,0,100100,36
13.90614107,0.726163883,16.28158605,29.97950413,12.95579514,137.5837998,0,0,1,0,0,1,1,0,0,1001100,76
13.76446046,1.645012101,10.57144354,11.43834898,17.5575374,131.6806992,0,0,0,0,0,1,1,0,0,1100,12
6.551586948,0.78596325,12.80476555,19.05798684,66.45117794,87.91224477,1,0,0,0,0,0,1,0,0,100,4
9.115260226,0.749691097,27.99118216,22.05526521,35.7587351,1431.051837,0,1,0,1,0,1,1,0,0,10101100,172
