pH,EC,W_Temp,A_Temp,Humid,CO2,Light_On_Off,Water_cooler,Air_Cooler,Air_Vent,Dehumidifier,Humidifier,Acid_Dozer,Base_Dozer,Nutrient_Dozer,Distilled_Water_Dozer,Binary,Decimal_Label
7.15,0.86,19.18,28.74,80.3,1001,0,0,1,1,1,0,1,0,0,0,0011101000,232
5.44,1.23,24.68,19.15,76.3,1045,1,1,0,1,0,0,0,1,0,1,1101000101,837
6.28,0.75,20.32,28.92,67.3,441,1,0,1,0,0,0,0,0,0,0,1010000000,640
6.63,0.86,25.34,17.35,72.9,1109,1,1,0,1,0,0,1,0,0,0,1101001000,840
5.4,0.57,19.19,27.51,88.7,403,1,0,1,0,1,0,0,1,1,0,1010100110,678
6.4,0.54,22.08,18.59,87.1,430,0,1,0,0,1,0,0,0,1,0,0100100010,290
5.34,0.67,24.25,28.52,70.4,1131,0,1,1,1,0,0,0,1,0,0,0111000100,452
6.01,0.42,20.22,19.63,60.4,839,1,0,0,0,0,0,0,0,1,0,1000000010,514
6.48,0.59,16.71,22.4,87.1,867,1,0,0,0,1,0,0,0,1,0,1000100010,546
6.36,0.77,20.5,16.84,56.5,877,1,0,0,0,0,1,0,0,0,0,1000010000,528
5.87,0.94,17.01,18.87,72.9,616,1,0,0,0,0,0,0,0,0,0,1000000000,512
6.81,0.97,19.68,23.38,66.3,1140,0,0,0,1,0,0,1,0,0,0,0001001000,72
6.12,1.0,22.78,23.25,64.7,1092,1,1,0,1,0,0,0,0,0,0,1101000000,832
6.88,1.46,24.03,24.32,63.9,357,1,1,1,0,0,0,1,0,0,1,1110001001,905
5.76,0.99,21.36,23.9,65.8,622,1,0,0,0,0,0,0,1,0,0,1000000100,516
6.14,0.98,19.42,19.42,63.5,941,0,0,0,0,0,0,0,0,0,0,0000000000,0
6.11,0.87,17.62,22.22,76.3,670,1,0,0,0,0,0,0,0,0,0,1000000000,512
6.57,1.39,15.16,24.42,61.3,1025,0,0,1,1,0,0,1,0,0,1,0011001001,201
7.19,1.03,24.28,24.42,76.1,945,0,1,1,0,0,0,1,0,0,0,0110001000,392
6.08,0.96,22.06,19.15,89.7,837,1,1,0,0,1,0,0,0,0,0,1100100000,800
5.61,0.5,25.57,21.82,59.5,651,0,1,0,0,0,1,0,1,1,0,0100010110,278
6.72,0.47,21.38,23.83,76.2,591,1,0,0,0,0,0,1,0,1,0,1000001010,522
6.07,0.75,17.15,18.65,89.5,579,1,0,0,0,1,0,0,0,0,0,1000100000,544
5.39,1.39,16.21,28.87,56.9,934,0,0,1,0,0,1,0,1,0,1,0010010101,149
7.16,1.44,18.46,27.18,58.9,602,0,0,1,0,0,1,1,0,0,1,0010011001,153
6.84,1.44,16.4,16.37,66.0,983,1,0,0,0,0,0,1,0,0,1,1000001001,521
6.11,0.77,21.53,18.2,83.7,410,1,0,0,0,1,0,0,0,0,0,1000100000,544
6.11,0.51,19.93,15.85,86.3,331,1,0,0,0,1,0,0,0,1,0,1000100010,546
6.69,0.65,17.68,28.31,79.3,776,1,0,1,0,0,0,1,0,0,0,1010001000,648
5.91,0.75,24.85,27.2,83.1,1035,1,1,1,1,1,0,0,0,0,0,1111100000,992
5.89,1.44,21.8,27.96,75.7,453,0,0,1,0,0,0,0,0,0,1,0010000001,129
6.7,0.89,25.94,17.69,67.9,792,0,1,0,0,0,0,1,0,0,0,0100001000,264
5.77,0.94,21.03,28.02,59.7,436,0,0,1,0,0,1,0,1,0,0,0010010100,148
6.38,1.26,18.69,15.58,82.1,483,1,0,0,0,1,0,0,0,0,1,1000100001,545
6.07,0.61,24.99,21.52,72.5,534,1,1,0,0,0,0,0,0,0,0,1100000000,768
5.99,0.67,15.42,27.68,82.8,1087,0,0,1,1,1,0,0,0,0,0,0011100000,224
5.99,1.07,20.0,19.28,55.4,627,1,0,0,0,0,1,0,0,0,0,1000010000,528
6.97,1.4,20.65,15.08,65.4,444,1,0,0,0,0,0,1,0,0,1,1000001001,521
5.48,1.45,25.62,15.75,63.3,301,0,1,0,0,0,0,0,1,0,1,0100000101,261
5.59,0.72,15.0,18.4,79.6,498,0,0,0,0,0,0,0,1,0,0,0000000100,4
7.11,1.27,15.63,23.12,57.8,600,1,0,0,0,0,1,1,0,0,1,1000011001,537
5.97,0.77,18.79,19.73,77.4,1096,1,0,0,1,0,0,0,0,0,0,1001000000,576
5.59,1.27,20.74,24.64,70.6,738,1,0,1,0,0,0,0,1,0,1,1010000101,645
7.02,0.66,18.75,25.06,58.4,410,0,0,1,0,0,1,1,0,0,0,0010011000,152
6.56,1.12,19.37,24.38,66.9,595,0,0,1,0,0,0,1,0,0,0,0010001000,136
6.92,1.35,18.7,18.14,65.7,1126,1,0,0,1,0,0,1,0,0,1,1001001001,585
6.6,0.79,22.63,19.02,72.3,520,1,1,0,0,0,0,1,0,0,0,1100001000,776
7.14,0.86,20.52,27.55,74.8,823,0,0,1,0,0,0,1,0,0,0,0010001000,136
5.61,0.46,15.19,24.8,76.3,1071,0,0,1,1,0,0,0,1,1,0,0011000110,198
5.48,0.45,15.45,23.31,60.5,475,0,0,0,0,0,0,0,1,1,0,0000000110,6
7.2,1.39,18.16,20.89,76.4,344,1,0,0,0,0,0,1,0,0,1,1000001001,521
6.8,1.27,21.34,22.16,66.0,879,0,0,0,0,0,0,1,0,0,1,0000001001,9
5.64,1.24,25.3,22.7,76.9,973,1,1,0,0,0,0,0,1,0,1,1100000101,773
6.63,0.47,16.78,27.07,70.1,1043,0,0,1,1,0,0,1,0,1,0,0011001010,202
6.55,1.42,20.07,28.8,57.2,1106,0,0,1,1,0,1,1,0,0,1,0011011001,217
5.99,0.85,19.59,20.36,74.5,1138,1,0,0,1,0,0,0,0,0,0,1001000000,576
5.35,1.15,20.55,19.01,80.5,558,1,0,0,0,1,0,0,1,0,0,1000100100,548
7.13,0.46,18.09,21.21,64.3,519,0,0,0,0,0,0,1,0,1,0,0000001010,10
5.78,0.43,15.51,22.86,78.7,739,1,0,0,0,0,0,0,1,1,0,1000000110,518
6.6,1.41,23.79,18.69,72.1,1172,0,1,0,1,0,0,1,0,0,1,0101001001,329
6.16,0.43,16.67,23.29,70.2,771,0,0,0,0,0,0,0,0,1,0,0000000010,2
6.63,0.48,25.64,24.31,78.9,377,0,1,1,0,0,0,1,0,1,0,0110001010,394
6.97,0.56,22.01,18.85,80.7,374,0,1,0,0,1,0,1,0,1,0,0100101010,298
6.32,0.61,18.14,17.98,68.0,315,0,0,0,0,0,0,0,0,0,0,0000000000,0
6.79,0.92,15.96,19.95,85.1,329,0,0,0,0,1,0,1,0,0,0,0000101000,40
5.6,1.41,18.65,17.43,87.9,386,0,0,0,0,1,0,0,1,0,1,0000100101,37
6.47,1.04,16.03,20.96,87.7,574,1,0,0,0,1,0,0,0,0,0,1000100000,544
6.68,1.03,24.7,26.41,64.8,1077,1,1,1,1,0,0,1,0,0,0,1111001000,968
7.2,1.18,21.94,16.75,57.1,920,0,0,0,0,0,1,1,0,0,0,0000011000,24
6.56,0.55,23.4,17.49,76.1,921,0,1,0,0,0,0,1,0,1,0,0100001010,266
6.68,0.54,25.35,18.19,67.0,380,1,1,0,0,0,0,1,0,1,0,1100001010,778
6.54,0.77,23.63,15.07,64.5,400,1,1,0,0,0,0,1,0,0,0,1100001000,776
6.33,0.68,15.67,28.48,63.9,997,1,0,1,0,0,0,0,0,0,0,1010000000,640
6.11,0.57,21.49,17.41,74.0,952,0,0,0,0,0,0,0,0,1,0,0000000010,2
5.6,1.08,18.04,16.82,60.8,822,1,0,0,0,0,0,0,1,0,0,1000000100,516
6.05,0.65,21.54,26.72,85.8,971,1,0,1,0,1,0,0,0,0,0,1010100000,672
6.03,0.72,21.47,19.94,82.2,552,0,0,0,0,1,0,0,0,0,0,0000100000,32
5.53,0.86,19.21,15.44,57.3,1155,1,0,0,1,0,1,0,1,0,0,1001010100,596
7.18,0.82,17.93,28.65,89.8,866,1,0,1,0,1,0,1,0,0,0,1010101000,680
5.71,0.4,21.8,17.03,57.1,320,0,0,0,0,0,1,0,1,1,0,0000010110,22
6.99,1.22,22.62,21.59,69.7,348,1,1,0,0,0,0,1,0,0,1,1100001001,777
7.07,1.49,25.42,16.37,85.3,1037,0,1,0,1,1,0,1,0,0,1,0101101001,361
6.13,1.15,22.89,21.87,70.7,590,0,1,0,0,0,0,0,0,0,0,0100000000,256
6.88,0.96,21.84,28.45,69.5,683,1,0,1,0,0,0,1,0,0,0,1010001000,648
6.14,0.57,16.19,15.5,60.7,879,1,0,0,0,0,0,0,0,1,0,1000000010,514
5.48,0.6,21.41,19.78,66.7,430,1,0,0,0,0,0,0,1,0,0,1000000100,516
6.5,1.07,24.09,20.57,56.9,447,0,1,0,0,0,1,0,0,0,0,0100010000,272
6.22,1.25,16.14,28.78,77.2,501,0,0,1,0,0,0,0,0,0,1,0010000001,129
6.37,1.24,25.86,15.31,67.9,595,1,1,0,0,0,0,0,0,0,1,1100000001,769
6.6,0.57,22.09,28.86,87.6,349,1,1,1,0,1,0,1,0,1,0,1110101010,938
6.89,0.71,25.77,24.37,78.7,437,0,1,1,0,0,0,1,0,0,0,0110001000,392
6.16,1.12,16.87,17.51,80.1,662,1,0,0,0,1,0,0,0,0,0,1000100000,544
6.45,1.44,16.02,27.3,87.6,414,0,0,1,0,1,0,0,0,0,1,0010100001,161
6.83,1.28,20.05,27.14,69.8,395,1,0,1,0,0,0,1,0,0,1,1010001001,649
6.45,1.4,19.69,24.19,76.2,1169,0,0,1,1,0,0,0,0,0,1,0011000001,193
7.01,0.42,18.11,26.54,76.1,677,0,0,1,0,0,0,1,0,1,0,0010001010,138
6.34,1.4,25.16,17.96,86.5,371,1,1,0,0,1,0,0,0,0,1,1100100001,801
5.56,1.32,17.28,25.18,89.2,1116,0,0,1,1,1,0,0,1,0,1,0011100101,229
6.33,0.65,19.93,19.91,77.7,544,0,0,0,0,0,0,0,0,0,0,0000000000,0
6.13,1.12,23.15,15.2,69.4,684,0,1,0,0,0,0,0,0,0,0,0100000000,256
5.62,1.1,16.39,20.71,75.6,837,0,0,0,0,0,0,0,1,0,0,0000000100,4
7.1,0.96,20.44,20.54,61.5,575,0,0,0,0,0,0,1,0,0,0,0000001000,8
6.99,1.17,21.39,18.25,72.2,1170,1,0,0,1,0,0,1,0,0,0,1001001000,584
6.13,0.6,24.32,16.75,55.2,1155,1,1,0,1,0,1,0,0,0,0,1101010000,848
5.33,0.49,20.66,25.6,77.2,966,1,0,1,0,0,0,0,1,1,0,1010000110,646
6.46,0.52,22.07,16.65,77.6,500,0,1,0,0,0,0,0,0,1,0,0100000010,258
6.55,0.56,21.03,17.65,63.8,633,0,0,0,0,0,0,1,0,1,0,0000001010,10
5.67,0.69,21.8,25.12,76.0,439,0,0,1,0,0,0,0,1,0,0,0010000100,132
5.72,1.49,17.83,26.62,75.4,343,1,0,1,0,0,0,0,1,0,1,1010000101,645
6.79,1.31,18.26,16.44,68.1,406,1,0,0,0,0,0,1,0,0,1,1000001001,521
7.05,0.76,25.5,20.63,68.5,1103,1,1,0,1,0,0,1,0,0,0,1101001000,840
6.68,0.96,24.94,17.11,55.2,669,1,1,0,0,0,1,1,0,0,0,1100011000,792
5.37,1.06,23.51,17.76,87.1,974,1,1,0,0,1,0,0,1,0,0,1100100100,804
6.62,0.42,20.55,24.43,64.9,732,0,0,1,0,0,0,1,0,1,0,0010001010,138
5.47,1.02,15.03,28.19,85.5,858,0,0,1,0,1,0,0,1,0,0,0010100100,164
6.51,1.15,17.51,26.92,66.7,981,1,0,1,0,0,0,1,0,0,0,1010001000,648
5.92,1.36,25.47,25.5,60.1,366,1,1,1,0,0,0,0,0,0,1,1110000001,897
6.21,1.27,16.56,21.31,86.1,359,0,0,0,0,1,0,0,0,0,1,0000100001,33
5.66,0.96,24.97,25.68,66.2,665,0,1,1,0,0,0,0,1,0,0,0110000100,388
5.97,1.45,24.25,17.56,75.5,719,1,1,0,0,0,0,0,0,0,1,1100000001,769
6.35,1.31,17.33,25.05,64.9,827,0,0,1,0,0,0,0,0,0,1,0010000001,129
6.92,0.72,21.26,22.92,79.7,789,1,0,0,0,0,0,1,0,0,0,1000001000,520
6.17,1.05,18.19,24.43,68.4,354,0,0,1,0,0,0,0,0,0,0,0010000000,128
6.62,0.77,17.27,28.46,63.4,604,0,0,1,0,0,0,1,0,0,0,0010001000,136
5.32,0.82,17.59,18.49,74.2,326,1,0,0,0,0,0,0,1,0,0,1000000100,516
5.71,0.54,21.7,20.98,63.9,585,1,0,0,0,0,0,0,1,1,0,1000000110,518
6.84,0.83,21.19,25.74,59.4,509,1,0,1,0,0,1,1,0,0,0,1010011000,664
5.58,0.41,22.57,21.65,84.3,1057,1,1,0,1,1,0,0,1,1,0,1101100110,870
6.73,1.02,18.61,26.19,71.5,1058,1,0,1,1,0,0,1,0,0,0,1011001000,712
5.87,1.22,25.29,16.73,88.3,1069,0,1,0,1,1,0,0,0,0,1,0101100001,353
6.36,0.73,18.16,23.16,86.7,957,1,0,0,0,1,0,0,0,0,0,1000100000,544
6.73,1.27,22.18,19.07,69.5,503,0,1,0,0,0,0,1,0,0,1,0100001001,265
6.12,1.47,16.33,19.19,62.6,888,1,0,0,0,0,0,0,0,0,1,1000000001,513
5.68,1.31,23.81,17.74,75.0,623,0,1,0,0,0,0,0,1,0,1,0100000101,261
5.33,0.4,23.92,25.62,83.7,568,0,1,1,0,1,0,0,1,1,0,0110100110,422
5.42,0.57,20.91,20.05,86.3,425,0,0,0,0,1,0,0,1,1,0,0000100110,38
6.7,1.41,16.91,21.63,74.8,469,1,0,0,0,0,0,1,0,0,1,1000001001,521
5.7,1.25,17.92,16.01,68.4,723,0,0,0,0,0,0,0,1,0,1,0000000101,5
6.56,1.4,21.12,27.49,65.1,931,0,0,1,0,0,0,1,0,0,1,0010001001,137
6.04,0.49,21.13,15.98,59.6,807,1,0,0,0,0,1,0,0,1,0,1000010010,530
6.67,1.06,17.59,18.01,74.7,1138,1,0,0,1,0,0,1,0,0,0,1001001000,584
6.8,0.72,21.67,16.69,82.9,311,0,0,0,0,1,0,1,0,0,0,0000101000,40
5.48,1.01,24.97,20.15,74.4,524,0,1,0,0,0,0,0,1,0,0,0100000100,260
5.75,1.44,15.92,17.45,69.3,683,0,0,0,0,0,0,0,1,0,1,0000000101,5
6.47,0.7,19.35,20.77,81.3,1130,1,0,0,1,1,0,0,0,0,0,1001100000,608
6.59,1.49,24.42,28.32,69.3,708,0,1,1,0,0,0,1,0,0,1,0110001001,393
6.37,0.74,16.15,25.9,73.1,1109,1,0,1,1,0,0,0,0,0,0,1011000000,704
6.55,0.48,15.37,21.71,69.3,880,0,0,0,0,0,0,1,0,1,0,0000001010,10
5.72,0.85,21.72,17.86,55.9,759,1,0,0,0,0,1,0,1,0,0,1000010100,532
6.67,1.11,19.1,16.12,75.9,897,1,0,0,0,0,0,1,0,0,0,1000001000,520
6.9,0.73,17.17,22.17,57.8,656,1,0,0,0,0,1,1,0,0,0,1000011000,536
6.88,0.48,25.84,22.51,64.4,1003,0,1,0,1,0,0,1,0,1,0,0101001010,330
6.49,0.84,15.68,27.15,81.7,326,1,0,1,0,1,0,0,0,0,0,1010100000,672
6.86,0.76,19.56,26.8,84.2,525,0,0,1,0,1,0,1,0,0,0,0010101000,168
5.55,0.65,24.01,21.72,87.7,420,0,1,0,0,1,0,0,1,0,0,0100100100,292
5.76,0.42,17.69,18.42,84.7,612,0,0,0,0,1,0,0,1,1,0,0000100110,38
6.94,1.01,16.14,23.41,56.2,519,0,0,0,0,0,1,1,0,0,0,0000011000,24
5.5,0.88,23.04,27.49,62.0,824,1,1,1,0,0,0,0,1,0,0,1110000100,900
6.67,1.15,22.15,21.52,77.0,417,0,1,0,0,0,0,1,0,0,0,0100001000,264
7.08,1.26,19.42,25.5,62.8,970,0,0,1,0,0,0,1,0,0,1,0010001001,137
6.3,0.53,21.3,21.89,65.8,482,0,0,0,0,0,0,0,0,1,0,0000000010,2
6.69,0.43,22.23,23.2,83.9,944,0,1,0,0,1,0,1,0,1,0,0100101010,298
5.82,0.55,17.71,17.32,72.7,1109,0,0,0,1,0,0,0,0,1,0,0001000010,66
6.36,1.41,24.93,23.4,82.3,1007,0,1,0,1,1,0,0,0,0,1,0101100001,353
6.41,1.22,23.8,22.8,65.2,1099,0,1,0,1,0,0,0,0,0,1,0101000001,321
6.21,1.14,17.0,15.58,69.7,1090,0,0,0,1,0,0,0,0,0,0,0001000000,64
5.52,1.12,22.41,24.43,58.2,372,0,1,1,0,0,1,0,1,0,0,0110010100,404
6.33,1.28,21.7,27.1,76.7,919,1,0,1,0,0,0,0,0,0,1,1010000001,641
6.59,1.29,17.92,21.55,58.8,470,0,0,0,0,0,1,1,0,0,1,0000011001,25
5.35,0.44,25.43,19.12,76.0,944,1,1,0,0,0,0,0,1,1,0,1100000110,774
6.82,0.97,15.41,18.99,63.9,936,1,0,0,0,0,0,1,0,0,0,1000001000,520
6.8,0.86,15.68,18.72,88.3,933,1,0,0,0,1,0,1,0,0,0,1000101000,552
5.99,0.84,22.59,20.19,59.0,438,1,1,0,0,0,1,0,0,0,0,1100010000,784
6.16,0.69,15.39,27.01,86.6,384,1,0,1,0,1,0,0,0,0,0,1010100000,672
5.31,0.6,25.03,18.94,61.5,719,0,1,0,0,0,0,0,1,0,0,0100000100,260
7.08,1.38,21.69,15.65,65.3,390,1,0,0,0,0,0,1,0,0,1,1000001001,521
6.12,0.89,17.51,16.34,74.4,737,0,0,0,0,0,0,0,0,0,0,0000000000,0
6.85,0.6,23.16,19.01,80.8,333,1,1,0,0,1,0,1,0,0,0,1100101000,808
6.43,0.78,18.34,23.6,56.4,315,0,0,0,0,0,1,0,0,0,0,0000010000,16
6.3,0.89,17.0,25.36,73.1,784,1,0,1,0,0,0,0,0,0,0,1010000000,640
6.57,0.59,18.23,19.05,73.0,683,0,0,0,0,0,0,1,0,1,0,0000001010,10
5.34,0.56,16.68,19.52,65.9,437,1,0,0,0,0,0,0,1,1,0,1000000110,518
6.95,1.14,16.64,24.9,77.2,1106,1,0,1,1,0,0,1,0,0,0,1011001000,712
6.3,0.44,17.15,27.99,56.4,583,0,0,1,0,0,1,0,0,1,0,0010010010,146
6.82,0.71,18.48,25.8,69.9,1177,1,0,1,1,0,0,1,0,0,0,1011001000,712
7.18,1.03,24.1,18.86,61.2,660,1,1,0,0,0,0,1,0,0,0,1100001000,776
7.0,1.47,15.91,20.08,76.2,391,0,0,0,0,0,0,1,0,0,1,0000001001,9
5.71,1.05,24.77,16.52,62.3,1165,0,1,0,1,0,0,0,1,0,0,0101000100,324
6.83,0.73,24.95,17.1,65.1,786,0,1,0,0,0,0,1,0,0,0,0100001000,264
6.45,1.02,18.59,17.55,55.1,568,1,0,0,0,0,1,0,0,0,0,1000010000,528
7.2,0.98,25.58,16.79,61.5,1100,1,1,0,1,0,0,1,0,0,0,1101001000,840
5.97,1.3,25.35,21.84,58.5,1101,1,1,0,1,0,1,0,0,0,1,1101010001,849
6.04,1.06,23.06,15.2,83.1,1115,1,1,0,1,1,0,0,0,0,0,1101100000,864
5.35,0.47,16.52,16.89,69.8,473,1,0,0,0,0,0,0,1,1,0,1000000110,518
5.38,0.45,25.47,21.32,87.6,474,0,1,0,0,1,0,0,1,1,0,0100100110,294
6.12,0.54,25.81,27.18,58.1,928,0,1,1,0,0,1,0,0,1,0,0110010010,402
6.28,1.12,25.1,25.28,74.7,360,1,1,1,0,0,0,0,0,0,0,1110000000,896
5.92,1.37,16.39,21.92,83.2,1135,1,0,0,1,1,0,0,0,0,1,1001100001,609
5.61,0.91,19.69,19.48,83.3,833,0,0,0,0,1,0,0,1,0,0,0000100100,36
6.5,1.36,16.46,19.64,62.4,656,0,0,0,0,0,0,0,0,0,1,0000000001,1
6.55,0.82,17.63,25.2,76.2,409,1,0,1,0,0,0,1,0,0,0,1010001000,648
6.13,0.84,22.51,22.21,82.1,339,1,1,0,0,1,0,0,0,0,0,1100100000,800
5.97,1.15,17.81,24.48,70.9,731,0,0,1,0,0,0,0,0,0,0,0010000000,128
6.57,0.72,22.69,27.35,88.5,1062,0,1,1,1,1,0,1,0,0,0,0111101000,488
6.96,1.28,17.4,15.15,74.0,665,0,0,0,0,0,0,1,0,0,1,0000001001,9
6.01,0.62,25.97,24.84,75.7,624,0,1,1,0,0,0,0,0,0,0,0110000000,384
6.13,1.21,23.19,15.21,69.9,1095,1,1,0,1,0,0,0,0,0,1,1101000001,833
7.05,1.28,16.09,20.65,85.0,545,0,0,0,0,1,0,1,0,0,1,0000101001,41
6.81,0.72,24.39,15.21,59.6,1012,1,1,0,1,0,1,1,0,0,0,1101011000,856
6.73,1.0,25.06,21.82,71.8,1135,1,1,0,1,0,0,1,0,0,0,1101001000,840
5.56,1.44,17.28,20.8,74.8,697,1,0,0,0,0,0,0,1,0,1,1000000101,517
6.73,0.92,22.43,18.73,70.6,631,1,1,0,0,0,0,1,0,0,0,1100001000,776
7.14,0.7,19.3,22.06,68.2,380,0,0,0,0,0,0,1,0,0,0,0000001000,8
5.71,1.08,20.2,17.09,65.4,563,1,0,0,0,0,0,0,1,0,0,1000000100,516
5.88,0.7,22.41,15.45,72.7,752,0,1,0,0,0,0,0,0,0,0,0100000000,256
6.58,1.48,20.89,26.32,56.6,883,1,0,1,0,0,1,1,0,0,1,1010011001,665
6.75,1.07,18.76,17.93,76.9,486,1,0,0,0,0,0,1,0,0,0,1000001000,520
6.17,1.14,20.6,20.77,55.4,711,0,0,0,0,0,1,0,0,0,0,0000010000,16
5.74,0.9,16.47,20.67,89.5,518,1,0,0,0,1,0,0,1,0,0,1000100100,548
7.0,0.94,20.0,23.73,74.3,831,0,0,0,0,0,0,1,0,0,0,0000001000,8
5.5,0.59,15.04,21.6,61.4,385,0,0,0,0,0,0,0,1,1,0,0000000110,6
5.5,0.51,23.68,27.3,85.5,1143,1,1,1,1,1,0,0,1,1,0,1111100110,998
6.78,1.0,15.82,21.87,77.8,955,1,0,0,0,0,0,1,0,0,0,1000001000,520
6.04,1.19,24.88,24.79,55.7,1152,1,1,1,1,0,1,0,0,0,0,1111010000,976
5.99,0.92,22.32,26.16,62.4,300,1,1,1,0,0,0,0,0,0,0,1110000000,896
5.39,0.62,20.3,19.63,73.7,642,1,0,0,0,0,0,0,1,0,0,1000000100,516
5.98,1.08,23.32,23.65,62.5,633,1,1,0,0,0,0,0,0,0,0,1100000000,768
5.31,0.44,22.0,25.95,83.5,1139,1,0,1,1,1,0,0,1,1,0,1011100110,742
5.87,1.0,19.03,25.05,82.9,844,0,0,1,0,1,0,0,0,0,0,0010100000,160
6.04,1.12,21.96,23.12,56.4,421,0,0,0,0,0,1,0,0,0,0,0000010000,16
7.01,1.04,17.51,17.32,81.3,407,0,0,0,0,1,0,1,0,0,0,0000101000,40
5.91,1.13,24.2,27.92,63.2,1137,1,1,1,1,0,0,0,0,0,0,1111000000,960
5.77,1.19,20.3,27.89,75.2,746,1,0,1,0,0,0,0,1,0,0,1010000100,644
6.79,1.23,25.12,15.58,83.5,898,1,1,0,0,1,0,1,0,0,1,1100101001,809
6.11,0.93,16.82,24.4,56.3,460,0,0,1,0,0,1,0,0,0,0,0010010000,144
6.06,0.48,23.6,20.72,87.6,377,1,1,0,0,1,0,0,0,1,0,1100100010,802
7.14,0.71,20.1,17.58,63.5,590,0,0,0,0,0,0,1,0,0,0,0000001000,8
5.66,1.48,24.96,16.8,79.6,597,1,1,0,0,0,0,0,1,0,1,1100000101,773
5.5,0.84,20.43,17.53,77.3,845,0,0,0,0,0,0,0,1,0,0,0000000100,4
5.61,1.44,24.12,22.42,88.5,1007,1,1,0,1,1,0,0,1,0,1,1101100101,869
7.12,0.88,25.75,18.97,56.6,574,0,1,0,0,0,1,1,0,0,0,0100011000,280
5.7,0.77,17.03,26.01,65.9,538,0,0,1,0,0,0,0,1,0,0,0010000100,132
5.64,1.39,20.08,21.18,63.3,571,1,0,0,0,0,0,0,1,0,1,1000000101,517
7.17,1.22,25.48,25.59,89.4,597,0,1,1,0,1,0,1,0,0,1,0110101001,425
6.86,0.5,23.41,25.8,68.2,471,1,1,1,0,0,0,1,0,1,0,1110001010,906
6.47,1.3,24.4,20.94,65.9,799,1,1,0,0,0,0,0,0,0,1,1100000001,769
6.55,0.73,23.72,24.64,87.3,427,1,1,1,0,1,0,1,0,0,0,1110101000,936
6.68,0.77,16.01,18.76,86.5,1024,0,0,0,1,1,0,1,0,0,0,0001101000,104
6.14,0.89,16.48,27.08,56.9,462,1,0,1,0,0,1,0,0,0,0,1010010000,656
5.48,0.84,25.23,23.3,68.2,1038,0,1,0,1,0,0,0,1,0,0,0101000100,324
7.15,1.43,25.91,22.47,89.4,853,1,1,0,0,1,0,1,0,0,1,1100101001,809
6.64,0.82,22.04,17.6,64.4,419,0,1,0,0,0,0,1,0,0,0,0100001000,264
6.53,1.44,24.53,26.05,80.9,617,0,1,1,0,1,0,1,0,0,1,0110101001,425
5.73,0.85,24.37,24.86,82.9,567,1,1,1,0,1,0,0,1,0,0,1110100100,932
6.49,0.6,25.32,27.04,85.2,814,1,1,1,0,1,0,0,0,0,0,1110100000,928
5.32,0.89,19.07,22.52,72.4,873,0,0,0,0,0,0,0,1,0,0,0000000100,4
6.05,1.04,24.2,17.62,85.5,717,0,1,0,0,1,0,0,0,0,0,0100100000,288
6.6,1.23,18.94,27.46,86.8,1027,0,0,1,1,1,0,1,0,0,1,0011101001,233
5.86,0.5,25.0,28.07,62.8,966,1,1,1,0,0,0,0,0,1,0,1110000010,898
6.19,0.76,17.52,23.76,60.0,438,1,0,0,0,0,0,0,0,0,0,1000000000,512
7.01,1.0,23.38,24.09,89.5,775,0,1,1,0,1,0,1,0,0,0,0110101000,424
7.05,1.48,15.52,21.16,68.8,914,1,0,0,0,0,0,1,0,0,1,1000001001,521
5.76,0.92,23.51,18.02,64.3,1042,1,1,0,1,0,0,0,1,0,0,1101000100,836
6.22,0.7,20.01,27.34,59.0,1074,0,0,1,1,0,1,0,0,0,0,0011010000,208
6.2,0.68,18.24,26.37,65.0,1140,0,0,1,1,0,0,0,0,0,0,0011000000,192
6.68,1.38,16.18,18.22,59.9,1137,0,0,0,1,0,1,1,0,0,1,0001011001,89
6.59,1.32,16.16,26.38,85.8,763,0,0,1,0,1,0,1,0,0,1,0010101001,169
5.39,1.41,23.42,25.79,78.8,845,1,1,1,0,0,0,0,1,0,1,1110000101,901
5.59,0.93,15.77,27.4,76.9,1054,0,0,1,1,0,0,0,1,0,0,0011000100,196
5.33,0.71,15.22,25.68,60.7,542,0,0,1,0,0,0,0,1,0,0,0010000100,132
6.05,0.99,15.77,16.09,75.5,945,1,0,0,0,0,0,0,0,0,0,1000000000,512
6.65,0.95,24.26,23.65,82.2,1193,0,1,0,1,1,0,1,0,0,0,0101101000,360
6.21,0.73,15.24,16.82,66.3,1025,1,0,0,1,0,0,0,0,0,0,1001000000,576
5.33,1.02,20.87,17.0,62.5,1065,1,0,0,1,0,0,0,1,0,0,1001000100,580
6.47,1.5,16.98,21.08,88.7,637,0,0,0,0,1,0,0,0,0,1,0000100001,33
6.51,0.65,24.27,24.05,70.4,1199,1,1,1,1,0,0,1,0,0,0,1111001000,968
5.68,0.68,21.87,25.1,79.7,596,1,0,1,0,0,0,0,1,0,0,1010000100,644
5.35,0.45,24.27,20.78,78.5,728,0,1,0,0,0,0,0,1,1,0,0100000110,262
6.49,0.79,24.96,27.12,80.3,459,1,1,1,0,1,0,0,0,0,0,1110100000,928
6.58,1.29,17.7,28.27,58.2,1198,1,0,1,1,0,1,1,0,0,1,1011011001,729
6.73,1.22,20.99,23.49,88.4,549,1,0,0,0,1,0,1,0,0,1,1000101001,553
